review_id,contract_address,exact_bytecode_hash,bytecode_family_id,represented_contract_count,verified_project_name,coverage_status,llm_label,llm_confidence,llm_explanation,evidence_summary,decision,final_label,final_confidence,comment,llm_risk_categories,llm_uncertainties,represented_addresses,bytecode_length,first_observed_block,authorization_frequency,evidence_path,explorer_link,diagnostic_reasons
V2-0129,0xdab6351800f3b48ebb518259950303dbffc2ad18,2a4b554581b5e0f13cc89c6351efbc9f1f4890a0a496cad67b139de9fc921773,FAM00393,1,,PARTIAL,R2,low,"0xdab6351800f3b48ebb518259950303dbffc2ad18: reachable sensitive capability whose exploitability is conditional (unguarded_capability_under_incomplete_coverage, unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation).","exec=4331B meta=53B; reachable={'SSTORE': 5, 'CALL': 2}; unguarded={'SSTORE': 3, 'CALL': 2}; guards=5; ecrecover=False; unresolved_jumps=3; coverage=PARTIAL; coverage_reasons=3 dynamic JUMP target(s) could not be resolved",,,,,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,"Control-flow coverage is PARTIAL, so an unexplored region may contain the guard that dominates these sites. Not escalated to R1 for that reason. | Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: 3 dynamic JUMP target(s) could not be resolved | No verified source on Sourcify to corroborate the bytecode evidence.",0xdab6351800f3b48ebb518259950303dbffc2ad18,4384,25628735,13,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xdab6351800f3b48ebb518259950303dbffc2ad18.json,https://etherscan.io/address/0xdab6351800f3b48ebb518259950303dbffc2ad18,low_confidence
V2-0130,0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f,2a5795d79d535128b96ea23e54566297abe807a6db1dcd9d7a821e1b42e17dfa,FAM00089,1,,COMPLETE,R1,medium,"0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f: unguarded_call_to_calldata_supplied_target reachable from entry on a path passing no recognized caller or signature guard, under complete control-flow coverage.",exec=2586B meta=53B; reachable={'CALL': 5}; unguarded={'CALL': 5}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_to_calldata_supplied_target,,0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f,2639,25601155,11,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f.json,https://etherscan.io/address/0x229d04b94ed8fd851fc32d1ccb4794e66cfdf65f,r1_case; label_changed_v1_R2_to_v2_R1
V2-0131,0x7369ab6f4944fe8f520710e64c3fa9e5c7717d88,2b5991cb8e73f87f890f670fe0a5bdb889aa33a9d6d1c37fc1b5706d3aca7384,FAM00239,1,,COMPLETE,R2,medium,0x7369ab6f4944fe8f520710e64c3fa9e5c7717d88: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=1482B meta=53B; reachable={'CALL': 5}; unguarded=none; guards=1; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x7369ab6f4944fe8f520710e64c3fa9e5c7717d88,1535,25631026,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x7369ab6f4944fe8f520710e64c3fa9e5c7717d88.json,https://etherscan.io/address/0x7369ab6f4944fe8f520710e64c3fa9e5c7717d88,
V2-0132,0x61f7a6402ea4911c82ec6bbf67370d48914879e7,2bc0104eb79302f26977ca1a884be44cbaee7fa2c952e804c57cec4f22b1a5ed,FAM00210,1,,PARTIAL,U,medium,"0x61f7a6402ea4911c82ec6bbf67370d48914879e7: no reachable capability found, but coverage is PARTIAL, so absence cannot be concluded from this evidence.",exec=3293B meta=53B; reachable=none; unguarded=none; guards=0; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: CALLx2,,,,,incomplete_control_flow_coverage,capabilities present in executable code were never reached by the traversal: CALLx2,0x61f7a6402ea4911c82ec6bbf67370d48914879e7,3346,25603753,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x61f7a6402ea4911c82ec6bbf67370d48914879e7.json,https://etherscan.io/address/0x61f7a6402ea4911c82ec6bbf67370d48914879e7,u_case; analyzer_disagreement_present_but_unreached; label_changed_v1_R2_to_v2_U
V2-0133,0xeef002afc28af73619d16bcdc58a0f7f8893574e,2bf85a0280a6e3660512166d32193a9074b3f814ab35ad3c2148bf23fd67beda,FAM00423,1,,COMPLETE,R2,medium,0xeef002afc28af73619d16bcdc58a0f7f8893574e: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=925B meta=53B; reachable={'CALL': 1}; unguarded=none; guards=1; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0xeef002afc28af73619d16bcdc58a0f7f8893574e,978,25600593,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xeef002afc28af73619d16bcdc58a0f7f8893574e.json,https://etherscan.io/address/0xeef002afc28af73619d16bcdc58a0f7f8893574e,label_changed_v1_B_to_v2_R2
V2-0134,0x4ba78e2deed03706fd8b19c4c1c4eddc5b338a14,2c7eab398c823b05ba4d0812dae0c1c27fdd2eb4ec5e97876ddc8610e92f5834,FAM00172,1,,COMPLETE,R1,medium,"0x4ba78e2deed03706fd8b19c4c1c4eddc5b338a14: unguarded_call_to_calldata_supplied_target reachable from entry on a path passing no recognized caller or signature guard, under complete control-flow coverage.",exec=3819B meta=53B; reachable={'CALL': 10}; unguarded={'CALL': 10}; guards=0; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_to_calldata_supplied_target,,0x4ba78e2deed03706fd8b19c4c1c4eddc5b338a14,3872,25607179,36,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x4ba78e2deed03706fd8b19c4c1c4eddc5b338a14.json,https://etherscan.io/address/0x4ba78e2deed03706fd8b19c4c1c4eddc5b338a14,r1_case; label_changed_v1_R2_to_v2_R1
V2-0135,0x7fb6d4b91c57f2236cca3992cdbe0b7ed9dcaddd,2c980930c69e8da2d5f50fd0ec166b47c2d4a7fecac3498450d654209cf398ee,FAM00258,1,,PARTIAL,R2,low,0x7fb6d4b91c57f2236cca3992cdbe0b7ed9dcaddd: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=16812B meta=0B; reachable={'SSTORE': 53, 'CALL': 33}; unguarded=none; guards=78; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x7fb6d4b91c57f2236cca3992cdbe0b7ed9dcaddd,16812,25663246,19,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x7fb6d4b91c57f2236cca3992cdbe0b7ed9dcaddd.json,https://etherscan.io/address/0x7fb6d4b91c57f2236cca3992cdbe0b7ed9dcaddd,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0136,0x700667b0fa52fddb7262b9498e79e1f62ff69be9,2d9a4fd6da5bf547ca861fa16a349f7376daa35f6104b737a503ba3534da6570,FAM00083,1,,COMPLETE,R2,medium,0x700667b0fa52fddb7262b9498e79e1f62ff69be9: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=1990B meta=53B; reachable={'CALL': 1}; unguarded=none; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x700667b0fa52fddb7262b9498e79e1f62ff69be9,2043,25623728,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x700667b0fa52fddb7262b9498e79e1f62ff69be9.json,https://etherscan.io/address/0x700667b0fa52fddb7262b9498e79e1f62ff69be9,label_changed_v1_B_to_v2_R2
V2-0137,0x88cf071b4bf5facab6712070a671f71282188d46,2ddf1852a3826fd3cd218bfc75350f76efa7b96cfabd5cdc7cce28267bf73de9,FAM00276,1,SOURCIFY_VERIFIED_UNNAMED,COMPLETE,R2,medium,"0x88cf071b4bf5facab6712070a671f71282188d46: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation).","exec=1471B meta=53B; reachable={'CALL': 1, 'SSTORE': 2}; unguarded={'CALL': 1, 'SSTORE': 2}; guards=3; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE",,,,,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence.",0x88cf071b4bf5facab6712070a671f71282188d46,1524,25596970,15290,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x88cf071b4bf5facab6712070a671f71282188d46.json,https://etherscan.io/address/0x88cf071b4bf5facab6712070a671f71282188d46,verified_source; label_changed_v1_B_to_v2_R2
V2-0138,0xbcf835448ac37c4e5de6707d18c3634ae7f39894,2e0c1c7cd888f62505905ab24bff47c761d211dae309022a86aeb42b015f07f6,FAM00345,1,,COMPLETE,R2,medium,0xbcf835448ac37c4e5de6707d18c3634ae7f39894: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=1699B meta=53B; reachable={'CALL': 1, 'SSTORE': 1}; unguarded=none; guards=2; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0xbcf835448ac37c4e5de6707d18c3634ae7f39894,1752,25654030,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xbcf835448ac37c4e5de6707d18c3634ae7f39894.json,https://etherscan.io/address/0xbcf835448ac37c4e5de6707d18c3634ae7f39894,label_changed_v1_B_to_v2_R2
V2-0139,0x2c3cbe3b2cf2015602045e9b4b0f180897b369c1,2e71229ed657a21c0d4b2fa5516639f53cd044bcc728342678b4d0861025db39,FAM00111,1,,COMPLETE,R2,medium,"0x2c3cbe3b2cf2015602045e9b4b0f180897b369c1: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation).","exec=5630B meta=53B; reachable={'CALL': 2, 'SSTORE': 2}; unguarded={'CALL': 2, 'SSTORE': 1}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE",,,,,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x2c3cbe3b2cf2015602045e9b4b0f180897b369c1,5683,25597152,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2c3cbe3b2cf2015602045e9b4b0f180897b369c1.json,https://etherscan.io/address/0x2c3cbe3b2cf2015602045e9b4b0f180897b369c1,
V2-0140,0x9f492ffbf3c1f4d93a8e05669af48abac90515c2,2f239bb0dec2f7d6e171d537537b80de5f77d4ff038035858904137c6e1d4e37,FAM00307,1,,COMPLETE,R2,medium,0x9f492ffbf3c1f4d93a8e05669af48abac90515c2: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,exec=689B meta=53B; reachable={'CALL': 1}; unguarded={'CALL': 1}; guards=0; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x9f492ffbf3c1f4d93a8e05669af48abac90515c2,742,25681368,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x9f492ffbf3c1f4d93a8e05669af48abac90515c2.json,https://etherscan.io/address/0x9f492ffbf3c1f4d93a8e05669af48abac90515c2,
V2-0141,0xab77f99a308e52adec555e75d1b5e10a1517a4d2,2f25d93e9407cf246bff5a1681ec81397f81dca7ded205154c41d33e5ca6430a,FAM00326,1,,COMPLETE,R2,medium,0xab77f99a308e52adec555e75d1b5e10a1517a4d2: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=5031B meta=0B; reachable={'SSTORE': 1, 'CALL': 1}; unguarded=none; guards=5; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0xab77f99a308e52adec555e75d1b5e10a1517a4d2,5031,25646131,3,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xab77f99a308e52adec555e75d1b5e10a1517a4d2.json,https://etherscan.io/address/0xab77f99a308e52adec555e75d1b5e10a1517a4d2,label_changed_v1_B_to_v2_R2; no_recognizable_solidity_metadata
V2-0142,0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6,2fb6b134aa13eeaf4dc89ee279ca2ab43b9beaefd84b52893ce3d0e9ac00ed4a,FAM00371,1,,COMPLETE,R1,medium,"0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6: unguarded_call_to_calldata_supplied_target reachable from entry on a path passing no recognized caller or signature guard, under complete control-flow coverage.",exec=1466B meta=53B; reachable={'CALL': 2}; unguarded={'CALL': 2}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_to_calldata_supplied_target,,0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6,1519,25612653,42,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6.json,https://etherscan.io/address/0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6,r1_case; label_changed_v1_R2_to_v2_R1
V2-0143,0xd75ba5e163fa5dd3b764f6d5c21210de3832a6ba,2fd5a7d93b2f750896440c7d67cc62d26600fe3ef52ab0282896b200f44b7861,FAM00387,1,,PARTIAL,R2,low,"0xd75ba5e163fa5dd3b764f6d5c21210de3832a6ba: reachable sensitive capability whose exploitability is conditional (unguarded_capability_under_incomplete_coverage, unguarded_call_with_unproven_target_control).",exec=5112B meta=0B; reachable={'CALL': 1}; unguarded={'CALL': 1}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: SSTOREx2; metadata trailer not separable (executable_fallthrough_into_metadata_possible); opcode counts may include non-executable bytes,,,,,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control,"Control-flow coverage is PARTIAL, so an unexplored region may contain the guard that dominates these sites. Not escalated to R1 for that reason. | Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: capabilities present in executable code were never reached by the traversal: SSTOREx2; metadata trailer not separable (executable_fallthrough_into_metadata_possible); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xd75ba5e163fa5dd3b764f6d5c21210de3832a6ba,5112,25622835,359,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xd75ba5e163fa5dd3b764f6d5c21210de3832a6ba.json,https://etherscan.io/address/0xd75ba5e163fa5dd3b764f6d5c21210de3832a6ba,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
